ComplexName,SubunitName,RegulatedGene,RegulationType,NumOfSubunits
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,CCL5,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,REL,CCL5,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,CCL5,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,CCL5,Unknown,12
p50-p65 NF(kappa)B complex,NFKB1,CCL5,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,CCL5,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CCL5,Activation,2
p50-p65 NF(kappa)B complex,RELA,CCL5,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CCL5,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CCL5,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CCL5,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CCL5,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CCNB1,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,CCNB1,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CCNB1,Activation,2
p50-p65 NF(kappa)B complex,RELA,CCNB1,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CCNB1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CCNB1,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CCNB1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CCNB1,Unknown,3
hs4 enhancer complex (faster migrating complex),NFKB1,CCND1,Activation,5
hs4 enhancer complex (faster migrating complex),NFKB1,CCND1,Repression,5
hs4 enhancer complex (faster migrating complex),NFKB1,CCND1,Unknown,5
hs4 enhancer complex (faster migrating complex),POU2F1,CCND1,Activation,5
hs4 enhancer complex (faster migrating complex),RELA,CCND1,Activation,5
hs4 enhancer complex (faster migrating complex),RELA,CCND1,Repression,5
hs4 enhancer complex (faster migrating complex),RELA,CCND1,Unknown,5
p50-p65 NF(kappa)B complex,NFKB1,CCND1,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,CCND1,Repression,2
p50-p65 NF(kappa)B complex,NFKB1,CCND1,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CCND1,Activation,2
p50-p65 NF(kappa)B complex,RELA,CCND1,Repression,2
p50-p65 NF(kappa)B complex,RELA,CCND1,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CCND1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CCND1,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CCND1,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CCND1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CCND1,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CCND1,Unknown,3
NFKB1-STAT3 complex,NFKB1,CCND1,Activation,2
NFKB1-STAT3 complex,NFKB1,CCND1,Repression,2
NFKB1-STAT3 complex,NFKB1,CCND1,Unknown,2
NFKB1-STAT3 complex,STAT3,CCND1,Activation,2
NFKB1-STAT3 complex,STAT3,CCND1,Repression,2
NFKB1-STAT3 complex,STAT3,CCND1,Unknown,2
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,CCND2,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB2,CCND2,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,CCND2,Activation,5
NFKB1-NFKB2-RELA-RELB complex,NFKB1,CCND2,Activation,4
NFKB1-NFKB2-RELA-RELB complex,NFKB2,CCND2,Activation,4
NFKB1-NFKB2-RELA-RELB complex,RELA,CCND2,Activation,4
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,CCND2,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB2,CCND2,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,CCND2,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,CCND2,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB2,CCND2,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,CCND2,Activation,12
p50-p65 NF(kappa)B complex,NFKB1,CCND2,Activation,2
p50-p65 NF(kappa)B complex,RELA,CCND2,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CCND2,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CCND2,Activation,3
NFKB1-STAT3 complex,NFKB1,CCND2,Activation,2
NFKB1-STAT3 complex,STAT3,CCND2,Unknown,2
p50-p65 NF(kappa)B complex,NFKB1,CCR2,Activation,2
p50-p65 NF(kappa)B complex,RELA,CCR2,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CCR2,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CCR2,Activation,3
p50-p65 NF(kappa)B complex,NFKB1,CCR3,Activation,2
p50-p65 NF(kappa)B complex,RELA,CCR3,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CCR3,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CCR3,Activation,3
hs4 enhancer complex (faster migrating complex),NFKB1,CCR5,Unknown,5
hs4 enhancer complex (faster migrating complex),RELA,CCR5,Unknown,5
hs4 enhancer complex (faster migrating complex),YY1,CCR5,Repression,5
p50-p65 NF(kappa)B complex,NFKB1,CCR5,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CCR5,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CCR5,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CCR5,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CCR7,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,CCR7,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CCR7,Activation,2
p50-p65 NF(kappa)B complex,RELA,CCR7,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CCR7,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CCR7,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CCR7,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CCR7,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CD28,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CD28,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD28,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CD28,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CD38,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CD38,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD38,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CD38,Unknown,3
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,CD40,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,CD40,Unknown,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,CD40,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,CD40,Unknown,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELB,CD40,Unknown,5
NFKB1-NFKB2-RELA-RELB complex,NFKB1,CD40,Activation,4
NFKB1-NFKB2-RELA-RELB complex,NFKB1,CD40,Unknown,4
NFKB1-NFKB2-RELA-RELB complex,RELA,CD40,Activation,4
NFKB1-NFKB2-RELA-RELB complex,RELA,CD40,Unknown,4
NFKB1-NFKB2-RELA-RELB complex,RELB,CD40,Unknown,4
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,CD40,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,CD40,Unknown,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,CD40,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,CD40,Unknown,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELB,CD40,Unknown,12
p50-p65 NF(kappa)B complex,NFKB1,CD40,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,CD40,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CD40,Activation,2
p50-p65 NF(kappa)B complex,RELA,CD40,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD40,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD40,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CD40,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CD40,Unknown,3
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,CD40LG,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,CD40LG,Unknown,5
NFKB1-NFKB2-REL-RELA-RELB complex,REL,CD40LG,Unknown,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,CD40LG,Unknown,5
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,CD40LG,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,CD40LG,Unknown,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",REL,CD40LG,Unknown,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,CD40LG,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,CD40LG,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,CD40LG,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,REL,CD40LG,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,CD40LG,Unknown,12
p50-p65 NF(kappa)B complex,NFKB1,CD40LG,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,CD40LG,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CD40LG,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD40LG,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD40LG,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CD40LG,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CD58,Activation,2
p50-p65 NF(kappa)B complex,RELA,CD58,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD58,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CD58,Activation,3
p50-p65 NF(kappa)B complex,NFKB1,CD69,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CD69,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD69,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CD69,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CD74,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CD74,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD74,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CD74,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CD80,Activation,2
p50-p65 NF(kappa)B complex,RELA,CD80,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD80,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CD80,Activation,3
p50-p65 NF(kappa)B complex,NFKB1,CD83,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,CD83,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CD83,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD83,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD83,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CD83,Activation,3
p50-p65 NF(kappa)B complex,NFKB1,CD86,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,CD86,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CD86,Activation,2
p50-p65 NF(kappa)B complex,RELA,CD86,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD86,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CD86,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CD86,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CD86,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CDH1,Activation,2
p50-p65 NF(kappa)B complex,RELA,CDH1,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CDH1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CDH1,Activation,3
NFKB1-STAT3 complex,NFKB1,CDH1,Activation,2
NFKB1-STAT3 complex,STAT3,CDH1,Unknown,2
p50-p65 NF(kappa)B complex,NFKB1,CDK4,Activation,2
p50-p65 NF(kappa)B complex,RELA,CDK4,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CDK4,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CDK4,Activation,3
NFKB1-STAT3 complex,NFKB1,CDK4,Activation,2
NFKB1-STAT3 complex,STAT3,CDK4,Activation,2
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,CDKN1A,Repression,5
NFKB1-NFKB2-REL-RELA-RELB complex,REL,CDKN1A,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,CDKN1A,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,CDKN1A,Repression,5
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,CDKN1A,Repression,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",REL,CDKN1A,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,CDKN1A,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,CDKN1A,Repression,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,CDKN1A,Repression,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,REL,CDKN1A,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,CDKN1A,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,CDKN1A,Repression,12
p50-p65 NF(kappa)B complex,NFKB1,CDKN1A,Repression,2
p50-p65 NF(kappa)B complex,RELA,CDKN1A,Activation,2
p50-p65 NF(kappa)B complex,RELA,CDKN1A,Repression,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CDKN1A,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CDKN1A,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CDKN1A,Repression,3
NFKB1-STAT3 complex,NFKB1,CDKN1A,Repression,2
NFKB1-STAT3 complex,STAT3,CDKN1A,Activation,2
NFKB1-STAT3 complex,STAT3,CDKN1A,Unknown,2
p50-p65 NF(kappa)B complex,NFKB1,CEACAM1,Activation,2
p50-p65 NF(kappa)B complex,RELA,CEACAM1,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CEACAM1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CEACAM1,Activation,3
p50-p65 NF(kappa)B complex,NFKB1,CFI,Activation,2
p50-p65 NF(kappa)B complex,RELA,CFI,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CFI,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CFI,Activation,3
p50-p65 NF(kappa)B complex,NFKB1,CFLAR,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,CFLAR,Repression,2
p50-p65 NF(kappa)B complex,NFKB1,CFLAR,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CFLAR,Activation,2
p50-p65 NF(kappa)B complex,RELA,CFLAR,Repression,2
p50-p65 NF(kappa)B complex,RELA,CFLAR,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CFLAR,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CFLAR,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CFLAR,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CFLAR,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CFLAR,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CFLAR,Unknown,3
NFKB1-STAT3 complex,NFKB1,CFLAR,Activation,2
NFKB1-STAT3 complex,NFKB1,CFLAR,Repression,2
NFKB1-STAT3 complex,NFKB1,CFLAR,Unknown,2
NFKB1-STAT3 complex,STAT3,CFLAR,Unknown,2
hs4 enhancer complex (faster migrating complex),NFKB1,CFTR,Activation,5
hs4 enhancer complex (faster migrating complex),RELA,CFTR,Activation,5
hs4 enhancer complex (faster migrating complex),YY1,CFTR,Activation,5
hs4 enhancer complex (faster migrating complex),YY1,CFTR,Unknown,5
p50-p65 NF(kappa)B complex,NFKB1,CFTR,Activation,2
p50-p65 NF(kappa)B complex,RELA,CFTR,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CFTR,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CFTR,Activation,3
p50-p65 NF(kappa)B complex,NFKB1,COL1A1,Unknown,2
p50-p65 NF(kappa)B complex,RELA,COL1A1,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,COL1A1,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,COL1A1,Unknown,3
hs4 enhancer complex (faster migrating complex),NFKB1,COL1A2,Repression,5
hs4 enhancer complex (faster migrating complex),RELA,COL1A2,Repression,5
hs4 enhancer complex (faster migrating complex),YY1,COL1A2,Unknown,5
p50-p65 NF(kappa)B complex,NFKB1,COL1A2,Repression,2
p50-p65 NF(kappa)B complex,RELA,COL1A2,Repression,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,COL1A2,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,COL1A2,Repression,3
p50-p65 NF(kappa)B complex,NFKB1,COL2A1,Repression,2
p50-p65 NF(kappa)B complex,RELA,COL2A1,Repression,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,COL2A1,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,COL2A1,Repression,3
p50-p65 NF(kappa)B complex,NFKB1,COL7A1,Unknown,2
p50-p65 NF(kappa)B complex,RELA,COL7A1,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,COL7A1,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,COL7A1,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,COX1,Unknown,2
p50-p65 NF(kappa)B complex,RELA,COX1,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,COX1,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,COX1,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CR2,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CR2,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CR2,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CR2,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CREB3,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CREB3,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CREB3,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CREB3,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CRHR1,Activation,2
p50-p65 NF(kappa)B complex,RELA,CRHR1,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CRHR1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CRHR1,Activation,3
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,CRP,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,CRP,Unknown,5
NFKB1-NFKB2-REL-RELA-RELB complex,REL,CRP,Unknown,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,CRP,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,CRP,Unknown,5
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,CRP,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,CRP,Unknown,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",REL,CRP,Unknown,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,CRP,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,CRP,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,CRP,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,CRP,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,REL,CRP,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,CRP,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,CRP,Unknown,12
p50-p65 NF(kappa)B complex,NFKB1,CRP,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,CRP,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CRP,Activation,2
p50-p65 NF(kappa)B complex,RELA,CRP,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CRP,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CRP,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CRP,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CRP,Unknown,3
NFKB1-STAT3 complex,NFKB1,CRP,Activation,2
NFKB1-STAT3 complex,NFKB1,CRP,Unknown,2
NFKB1-STAT3 complex,STAT3,CRP,Activation,2
NFKB1-STAT3 complex,STAT3,CRP,Unknown,2
p50-p65 NF(kappa)B complex,NFKB1,CSF1,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,CSF1,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CSF1,Activation,2
p50-p65 NF(kappa)B complex,RELA,CSF1,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CSF1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CSF1,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CSF1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CSF1,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CSF2,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CSF2,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CSF2,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CSF2,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CSNK2A1,Unknown,2
p50-p65 NF(kappa)B complex,RELA,CSNK2A1,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CSNK2A1,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CSNK2A1,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,CTSB,Activation,2
p50-p65 NF(kappa)B complex,RELA,CTSB,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,CTSB,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,CTSB,Activation,3
p50-p65 NF(kappa)B complex,NFKB1,CXCL1,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,CXCL1,Unknown,2
